0,,,,,,24.18989413595427,10.971974882842538,13.053594030777402,7.683752729145815,13.972777923463505,10.084300015181148,11.864046548900735,14.693594289679945,0.0,17.73241172887177,11.403305401914352,10.342737669584677,10.156838532808337,5.743749945500048,6.133744191596592,8.46990461160758,7.865661856774623,11.296334962336301,5.866256024936744,10.780590547375882,11.349662332426167,12.433419824091366,17.3222138948202,4.3355346013974465,35.162668609323596,0.11320642513545247,1.394954208569361,4.718894714684833,0.9429714644941509,5.486597841730356,1.0948470784243722,0.6859300467249814,0.6358435266854405,0.6833050496812841,0.6881469052242605,1.015713654836239,6.852634435699608,4.192839332412403,1.8867626750838429,4.640520403918157,5.183734045710893,3.9411656101913963,6.738362304062226,1.2906260691070817,11.915128313272556,2.6304173908245745,0.1658268437929455,8.51754659075746,0.6320096242869102,0.8752564227801113,0.5833147586624555,5.0527368991537065,0.4841961248001019,0.3822225465691193,0.4987678839032345,0.5204097462826196,0.9308581552299297,0.6177446917169177,2.8599564909893376,0.8860968905024464,0.46088988064037856,0.5189626646803008,3.6222707423580784,0.18355780297947316,0.14949112272901274,0.7393874790891979,0.834887706571041,1.476228703951476,4.908611651776868,0.4330139764185883,1.666949152542373,0.4201129673845369,0.8216985966394864,0.6299486348121255,0.86697965571205,4.108829390867342,3.0316068562922993,4.228262409672697,0.2086724801177898,0.3188067765985402,1.046287577168182,0.9157611964235596,0.40422885572139305,0.29054033803522095,1.881224793876863,3.763795091418218,2.141427543401997,2.288316962080887,9.709060902896082,29.607059588076684,4.372487851012205,4.356259375463622,3.650900036606263,2.8532655603092274,3.570369787362428,5.816465881477967,5.204659144849747,5.150943532591805,3.520964166974511,8.38809629200858,1.7968024323735055,4.733817813080954,1.3028846229205495,2.6929811018293743,2.1154601564172726,2.679846962496344,2.511812332064224,9.327950846726077,6.169088345288456,3.8220856596844905,3.4033899421470366,1.887415201875038,1.4411755118791443,0.9083300093023532,0.40830942710994783,0.8311122973704727,0.6195785913208307,2.454559539637255,1.6349696337687183,0.8475880186773006,1.422125389908803,1.912589019189955,0.9223504715971147,1.3115599470964805,0.32920530363254175,0.6028415679230172,0.6218615302029232,1.1116198060138,0.4002135932065275,1.4781469234212892,0.1678596815039244,1.4515760492948513,2.3039816629932823,4.5304674943514005,1.6272534297659078,2.720106319728605,3.9613838698771646,4.779195813531265,1.7854704508977437,1.9310848555205766,1.6597099534568915,1.424269038405915,0.8268573204849238,1.1685030290029093,0.3857928356049839,0.7580843749000931,0.7379282217905464,1.9228079156410998,0.8549457109473548,1.6196708820128063,0.9264730008956837,2.492017733470182,0.5536775364323415,0.7078139419168762,1.1875621067288327,1.1142708318668788,1.378054215832497,2.5347996376632915,6.993301075588011,0.6899185653181796,0.3273834773766533,2.393514597926367,1.4448262152040876,0.8829391300620772,0.9261867965986761,2.3506039258227287,0.6915873884384893,1.2095611064771856,5.518376858367462,1.5908277435628333,1.114974959498686,1.7815535826925482,8.024861911637865,17.222089366094643,5.7557997936161795,5.830790380639867,3.1806124841983117,5.291195453775662,5.156142183805859,5.599306937695114,4.1418592272699835,4.731210893834472,4.4831684282328785,2.2944290675393035,4.020950239352911,1.4028290953152704,2.371083411882599,3.320100550831742,4.388249202842646,4.9894956761271505,4.680477013683378,6.016799385670556,7.932937632161198,9.060795171065653,8.619112229714101,8.86244461276889,6.135955070109969,3.678787128372336,8.445497755828887,8.249351055283007,12.983424595398256,14.801326237506093,22.43324042394689,17.52827587259028,8.71116246000711,10.023346215091918,14.898967078091433,17.138570439332153,,,,,,,,,,,,
1,,,,,,372081.0,798498.0,624939.0,854205.0,556754.0,447924.0,287010.0,500007.0,147133.0,416954.0,543474.0,557686.0,515052.0,917432.0,854796.0,1012597.0,1676337.0,684877.0,1663088.0,993248.0,714312.0,781201.0,282868.0,678094.0,172959.0,1378897.0,120219.0,52258.0,117713.0,192469.0,176463.0,327876.0,505313.0,333526.0,265205.0,178889.0,206344.0,115101.0,126725.0,158646.0,168450.0,81245.0,84338.0,116920.0,154115.0,72498.0,436600.0,89932.0,180377.0,102370.0,237779.0,63965.33333333335,367894.99999999977,219244.0,219541.0,212717.0,337538.0,407288.0,558505.0,441261.0,801276.0,406773.0,458000.0,366642.0,2782105.0,324593.0,290578.0,246642.0,368373.0,411765.0,118000.0,846439.0,778631.0,1058499.0,95850.0,173115.0,85994.0,84692.0,771544.0,460467.0,356283.5,374115.0,733248.0,1701657.0,240269.0,133562.0,177872.0,127561.0,300544.0,175421.0,435633.0,363982.0,565477.0,376551.0,381165.0,155971.0,273870.0,276726.0,519744.0,411166.0,334817.0,355020.0,637969.0,304421.0,593157.0,591489.0,956839.0,315096.0,407775.0,853984.0,364372.0,509003.0,1871389.0,1351271.0,3270069.0,2083112.0,2604028.0,1232767.0,1252378.0,2450247.0,1511892.0,2809647.0,1760719.0,1287627.0,3323458.0,3290085.0,2648982.0,3247963.0,4567561.0,2450433.0,12690957,1334825.0,2429186.0,1717240.0,2161372.0,1429650.0,665525.0,1629249.0,1786924.0,1960556.0,1353369.0,1517761.0,1544160.0,1030207.0,2170595.0,1282443.0,2358766.0,1343972.0,2666836.0,3333455.0,3608416.0,1405929.0,2891936.0,2765416.0,2332678.0,2841320.0,2409702.0,1541108.0,606366.0,3532156.0,4066485.0,2009806.0,1488968.0,1259883.0,2896284.0,1721983.0,2154753.0,2814988.0,2349912.0,1894234.0,2460414.0,2024469.0,416219.0,1651745.0,710327.0,678673.0,1070297.0,531430.0,462303.0,395924.0,546711.0,482181.0,711015.0,558919.0,783571.0,853347.0,739451.0,509593.0,379787.0,429823.0,341290.0,380252.0,244966.0,489052.0,289647.0,615214.0,403295.0,436122.0,377645.0,409511.0,337307.0,496442.0,514121.0,524387.0,562600.0,528137.0,630735.0,415904.0,,,,,,,,,,,,
2,,,,,,90006.0,87611.0,81577.0,65635.0,77794.0,45170.0,34051.0,73469.0,0.0,73936.0,61974.0,57680.0,52313.0,52695.0,52431.0,85766.0,131855.0,77366.0,97561.0,107078.0,81072.0,97130.0,48999.0,29399.0,60817.0,1561.0,1677.0,2466.0,1110.0,10560.0,1932.0,2249.0,3213.0,2279.0,1825.0,1817.0,14140.0,4826.0,2391.0,7362.0,8732.0,3202.0,5683.0,1509.0,18363.0,1907.0,724.0,7660.0,1140.0,896.0,1387.0,3232.0,1781.3333333333337,838.0,1095.0,1107.0,3142.0,2516.0,15973.0,3910.0,3693.0,2111.0,16590.0,673.0,4159.0,2400.0,2426.0,3641.0,18082.0,1783.0,1967.0,3556.0,6398.0,6668.0,831.0,7113.0,2607.0,3581.0,1610.0,1468.0,3727.75,3426.0,2964.0,4944.0,4520.0,5027.0,3809.0,2919.0,29180.0,51937.0,19048.0,15856.0,20645.0,10744.0,13609.0,9072.0,14254.0,14254.0,18300.0,34489.0,6016.0,16806.0,8312.0,8198.0,12548.0,15851.0,24034.0,29392.0,25156.0,32640.0,12401.0,9607.0,26970.0,12274.0,13352.0,17313.0,16134.0,30259.0,20476.0,20768.0,21501.0,53737.0,16240.0,16888.0,10941.0,19834.0,16473.0,36105.0,18280.0,36221.0,21303,19376.0,55968.0,77799.0,35171.0,38888.0,26364.0,77865.0,31905.0,37860.0,22462.0,21617.0,12768.0,12038.0,8374.0,9722.0,17406.0,25842.0,22800.0,53991.0,33431.0,35036.0,16012.0,19574.0,27702.0,31660.0,33207.0,39064.0,42405.0,24369.0,13313.0,48105.0,21513.0,11124.0,26825.0,40477.0,14902.0,34049.0,129677.0,30134.0,27433.0,36067.0,33401.0,284465.0,40885.0,39572.0,34042.0,28119.0,23837.0,22169.0,22644.0,22813.0,31876.0,12824.0,31507.0,11971.0,17533.0,16919.0,16666.0,21446.0,15974.0,22879.0,19433.0,44312.0,24965.0,54523.0,24746.0,16044.0,31894.0,33782.0,43794.0,73480.0,115334.0,91916.0,49009.0,52937.0,93973.0,71280.0,,,,,,,,,,,,
3,Cell Name,Cell Name,BSC,LAC,Region,43709.0,43710.0,43711.0,43712.0,43713.0,43714.0,43715.0,43716.0,43717.0,43718.0,43719.0,43720.0,43721.0,43722.0,43723.0,43724.0,43725.0,43726.0,43727.0,43728.0,43729.0,43730.0,43731.0,43732.0,43733.0,43734.0,43735.0,43736.0,43737.0,43738.0,43739.0,43740.0,43741.0,43742.0,43743.0,43744.0,43745.0,43746.0,43747.0,43748.0,43749.0,43750.0,43751.0,43752.0,43753.0,43754.0,43755.0,43756.0,43757.0,43758.0,43759.0,43760.0,43761.0,43762.0,43763.0,43764.0,43765.0,43766.0,43767.0,43768.0,43769.0,43770.0,43771.0,43772.0,43773.0,43774.0,43775.0,43776.0,43777.0,43778.0,43779.0,43780.0,43781.0,43782.0,43783.0,43784.0,43785.0,43786.0,43787.0,43788.0,43789.0,43790.0,43791.0,43792.0,43793.0,43794.0,43795.0,43796.0,43797.0,43798.0,43799.0,43800.0,43801.0,43802.0,43803.0,43804.0,43805.0,43806.0,43807.0,43808.0,43809.0,43810.0,43811.0,43812.0,43813.0,43814.0,43815.0,43816.0,43817.0,43818.0,43819.0,43820.0,43821.0,43822.0,43823.0,43824.0,43825.0,43826.0,43827.0,43828.0,43829.0,43830.0,43831.0,43832.0,43833.0,43834.0,43835.0,43836.0,43837.0,43838.0,43839,43840.0,43841.0,43842.0,43843.0,43844.0,43845.0,43846.0,43847.0,43848.0,43849.0,43850.0,43851.0,43852.0,43853.0,43854.0,43855.0,43856.0,43857.0,43858.0,43859.0,43860.0,43861.0,43862.0,43863.0,43864.0,43865.0,43866.0,43867.0,43868.0,43869.0,43870.0,43871.0,43872.0,43873.0,43874.0,43875.0,43876.0,43877.0,43878.0,43879.0,43880.0,43881.0,43882.0,43883.0,43884.0,43885.0,43886.0,43887.0,43888.0,43889.0,43890.0,43891.0,43892.0,43893.0,43894.0,43895.0,43896.0,43897.0,43898.0,43899.0,43900.0,43901.0,43902.0,43903.0,43904.0,43905.0,43906.0,43907.0,43908.0,43909.0,43910.0,43911.0,43912.0,43913.0,43914.0,43915.0,43916.0,Average,Count,Analysis,Additional Observation,Action,Issue/Analysis Bucket,Responsibility,Status,Previous Analysis and Action Done,Target Date to close,Actual Closured Date,Closure Comment
4,10963,MATEROST.MARYS-3,LSEBS07,22071,ERIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,0.0,0.0,0.0,0.0,338750.0,292303.0,295651.0,202141.0,321405.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250842.0,197305.0,10963,0.0,0.0,0.0,0.0,175373.0,171826.0,167572.0,259918.0,205126.0,156153.0,196048.0,161828.0,310.0,12873.0,169182.0,137663.0,178499.0,171599.0,130976.0,131890.0,108117.0,153624.0,171137.0,152749.0,174775.0,132411.0,173725.0,131953.0,562755.0,627438.0,298189.0,257903.0,283455.0,253446.0,281460.0,244391.0,354991.0,290846.0,364003.0,247175.0,169032.0,2.0,3.0,10.0,7.0,57.0,7.0,11.0,8.0,8.0,4.0,11.0,8.0,2.0,19.0,14.0,13.0,5.0,41.0,9.0,7.0,7.0,12.0,8.0,4.0,23.0,2869.0,5.0,6.0,6.0,14.0,6.0,8.0,26.0,7.0,7.0,12.0,11.428571428571429,0,High Paging Discard,High Paging Discard,Soft Parameter Optimization -1 CCCH Addition Required,Soft parameter optimization,GDC-NPO,Closed,CCCH Addition Done on 20th Feb'20,43885,43881,
5,11443,KASANGULAPETROD-3,LSEBS07,22071,ERIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11443,272828.0,326821.0,57299.0,284192.0,217055.0,15087.0,170521.0,230198.0,38684.0,243318.0,6711.0,199534.0,229426.0,272360.0,211608.0,291809.0,214393.0,5971.0,197674.0,224692.0,195714.0,206718.0,310440.0,291394.0,270486.0,270579.0,242671.0,151148.0,271740.0,137386.0,337587.0,232546.0,231671.0,207859.0,235579.0,233576.0,303883.0,313150.0,241691.0,246616.0,185410.0,57.0,498.0,197.0,7.0,14.0,27.0,66.0,9.0,7.0,8.0,8.0,46.0,16.0,6583.0,129.0,42.0,260.0,58.0,145.0,94.0,21.0,253.0,61.0,9.0,574.0,35.0,23.0,124.0,83.0,23.0,124.0,37.0,155.0,28.0,206.0,632.0,172.14285714285714,1,High Paging Discard,High Paging Discard,Soft Parameter Optimization -1 CCCH Addition Required,Soft parameter optimization,GDC-NPO,Closed,CCCH Addition Done on 20th Feb'20,43885,43881,
6,10961,MATEROST.MARYS-1,LSEBS07,22071,ERIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,0.0,0.0,0.0,0.0,164474.0,5876.0,298.0,20508.0,1137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164394.0,124516.0,10961,0.0,24298.0,108860.0,154.0,1971.0,1925.0,41.0,6755.0,153238.0,98056.0,131376.0,96249.0,5.0,158588.0,103139.0,77225.0,108332.0,286939.0,40252.0,150408.0,1694.0,137475.0,197689.0,140766.0,171975.0,177854.0,181658.0,34162.0,378139.0,484080.0,186162.0,112724.0,118404.0,101019.0,153775.0,197879.0,186285.0,187019.0,136516.0,150133.0,129250.0,10.0,8.0,8.0,11.0,15.0,6.0,14.0,11.0,3.0,8.0,8.0,6.0,7.0,7.0,8.0,8.0,8.0,5.0,5.0,4.0,9.0,5.0,2313.0,23.0,11.0,11.0,3.0,12.0,10.0,5.0,5.0,12.0,8.0,8.0,15.0,10.0,9,0,High Paging Discard,High Paging Discard,Soft Parameter Optimization -1 CCCH Addition Required,Soft parameter optimization,GDC-NPO,Closed,CCCH Addition Done on 20th Feb'20,43885,43881,
7,9831,CHIKUBABEJACK-1,LSEBS06,22061,ERIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9831,51962.0,66639.0,40489.0,50855.0,11378.0,3471.0,6392.0,18326.0,54401.0,2189.0,832.0,20338.0,51429.0,79782.0,77534.0,112101.0,55215.0,281306.0,280097.0,73884.0,82197.0,195323.0,149846.0,117037.0,156153.0,108329.0,0.0,61669.0,216812.0,92434.0,183535.0,112163.0,95071.0,91509.0,109795.0,172303.0,270100.0,123148.0,172330.0,147147.0,153589.0,131.0,213.0,121.0,53.0,102.0,171.0,67.0,66.0,7.0,36.0,7.0,20.0,13.0,33.0,2.0,13.0,15.0,7.0,16.0,6.0,12.0,171.0,41.0,99.0,7.0,28.0,6.0,111.0,6.0,8.0,29.0,80.0,28.0,88.0,180.0,224.0,91,0,High Paging Discard,High Paging Discard,Soft Parameter Optimization -1 CCCH Addition Required,Soft parameter optimization,GDC-NPO,Closed,CCCH Addition Done on 20th Feb'20,43885,43881,
8,1001,CHAMBESHI1,BKITWE01,245,Nokia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,
9,4692,KWAMWENAPHASE3-2,LSEBS07,22071,ERIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,103251.0,132129.0,121940.0,182199.0,144647.0,141766.0,146362.0,105182.0,10.0,10.0,30.0,7.0,7.0,5.0,9.0,10.0,11.0,6.0,2.0,4.0,4.0,12.0,10.0,6.0,6.0,9.0,9.0,11.0,13.0,5.0,10.0,8.0,7.0,6.0,6.0,10.0,4.0,6.0,8.0,6.0,6.0,5.0,8.0,6.0,6.428571428571429,0,High Paging Discard,High Paging Discard,Soft Parameter Optimization -1 CCCH Addition Required,Soft parameter optimization,GDC-NPO,Closed,CCCH Addition Done on 20th Feb'20,43885,43881,
